@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_A_Cancelled,@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_A_Pending,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_O_Accepted,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Application_1627988814 Offer_1130301491,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_2016013019 Offer_1703770349 Offer_756759220,28,4,2,1,1,1,1,2,0,4,2,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,24,4
 Application_2029322130 Offer_1383255867,22,2,2,1,1,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_538364334 Offer_773526300,25,2,2,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_317130050 Offer_461258249,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_533845073 Application_201324137,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1362954287 Offer_158439949,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_714632062 Offer_1697582330,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1509119557 Application_2087805134,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1435179832 Offer_44269354,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_2082482246 Offer_2113848742 Application_1928319348,30,4,2,2,2,1,1,2,0,4,2,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,24,4
 Application_1415098372 Offer_785474678,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_944818983 Application_854720537,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_224264081 Offer_1983101838,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1368073644 Offer_1977623294,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_739377311 Application_1793718377,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_309110609 Application_719477615,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_496542202 Offer_395458100,18,2,1,0,0,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_800478896 Application_423971419,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Offer_1737622323 Application_714461843,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_2143933622 Offer_1005366187,22,2,1,1,1,1,1,2,0,2,1,0,0,2,0,2,1,0,0,1,2,1,1,1,1,0,0,0,20,0
 Application_1285137885 Offer_1970921100,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_917574104 Application_1196479244,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_217222116 Offer_2005614631,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1846298855 Offer_2069508942 Application_212386089,29,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,1,1,0,2,0,1,1,2,2,1,25,4
 Application_1772661618 Offer_50889728,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_2013177047 Application_744561939,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,0,17,0
 Application_2088366704 Offer_750444406,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1345090798 Application_1918100094,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_557159147 Offer_1051656862,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_471362605 Application_1470991878,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1039946357 Application_2027657064,28,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1870584640 Offer_1232327477 Application_1373223153,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_168715617 Offer_391595342,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_290274663 Offer_1231027785,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_2056871237 Application_1097531553,21,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_1537069379 Offer_388199346,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1726694925 Offer_2073537969,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1172660310 Application_1521252224,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Application_653284827 Offer_299663523,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1858950737 Application_59619530,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_773914416 Offer_390472580,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1280615728 Offer_89616042 Application_626264035 Offer_1163925564,35,6,2,1,1,1,1,2,0,6,1,1,0,0,1,2,3,0,1,1,0,2,0,1,1,4,2,1,28,1
 Offer_33043338 Application_2090354534,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_904775715 Application_1854866046,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1224626186 Offer_53326027 Application_655789917 Offer_683087841,26,6,0,0,0,1,1,0,0,6,0,0,1,0,0,2,3,0,0,0,0,3,0,1,1,6,0,1,20,4
 Offer_384338872 Application_1592601982 Offer_2118743407,25,4,1,1,1,1,1,1,0,4,1,0,0,0,0,2,2,0,0,0,0,2,1,1,1,4,0,1,22,4
 Offer_2038578335 Offer_840139033 Application_1512250378,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_1493375085 Offer_1628576893,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_77794226 Application_2121942214,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_2040357644 Application_1803060707,30,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1487177568 Offer_114282971 Offer_1122746098 Offer_1575386103,38,6,2,2,2,1,1,3,0,6,2,1,0,0,1,2,3,0,0,1,0,2,0,1,1,4,2,1,28,1
 Offer_510700489 Application_226434703,21,2,1,1,2,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,0
 Application_45942157 Offer_680698870,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1513942837 Application_1026420873,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1151975818 Offer_1526976285 Application_580032762,23,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,1,0,1,1,4,0,4,17,0
 Application_1471996317 Offer_986790467,27,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Offer_250119206 Application_224635565 Offer_827539223,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,21,4
 Application_1593417508 Offer_109421489,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_1851621064 Application_2046173209,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1899152263 Offer_889864224,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1177970255 Offer_608052732 Offer_31136887,26,4,1,1,1,1,1,1,0,4,1,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,23,4
 Offer_747748902 Application_746829180,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,0,14,3
 Offer_608229224 Application_511563649,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_895202299 Offer_1529553186,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_2081270236 Offer_778708102 Offer_797708543,26,4,1,1,1,1,1,1,0,4,1,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,23,4
 Offer_1974319744 Application_1320709426,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_996504543 Offer_1837215679,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_317857560 Offer_473311181,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_26113169 Application_120431532 Offer_1566130219,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,0,21,4
 Application_2026515638 Offer_1251459055,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_1501992817 Application_1377862822,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_389854706 Application_1028272738,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_90606097 Offer_33482731,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1025581046 Offer_708366477,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1472230997 Application_810709994,19,2,1,1,1,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,0,1,1,1,1,2,0,1,19,0
 Offer_2125076125 Application_1193793043,18,2,1,0,0,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,18,0
 Offer_147272934 Offer_2006878075 Application_2026979697,32,4,3,2,2,1,1,3,0,4,2,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,24,1
 Offer_1753733853 Application_18877429,27,2,3,2,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_2046614856 Application_459517208,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Application_68310370 Offer_1379388938,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1845628526 Offer_1807819211 Application_384439088,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_590698537 Application_1841570712,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_1119633029 Application_1109401309 Offer_1748814514,27,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,4
 Offer_166878754 Application_1142352404,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_2077892179 Offer_409187106,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_482894897 Application_2137021339 Offer_10196281,24,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,21,4
 Application_1464061852 Offer_141962960,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1109656219 Offer_1222516672,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_257596602 Offer_356216092,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1046769468 Application_1618264715,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1491264100 Application_686900647,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_683123799 Application_1660734224,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_177650122 Offer_1021768365 Application_173446847,28,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,22,4
 Offer_200334930 Application_531311601,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Offer_1731677759 Offer_1173806495 Application_754663727,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_397200046 Application_1972226928,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1544450093 Offer_46591237,25,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Application_649068245 Offer_2092227185,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1866324888 Offer_1050452814,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1685289510 Offer_751023338,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_1950026718 Application_1890898402,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_2110114560 Offer_214127804,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Application_1166300620 Offer_1298735253,26,2,3,2,2,1,1,3,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,5
 Offer_328794426 Application_552672171,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1984574011 Application_1991997459,30,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1425670318 Application_78142401,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_328400356 Offer_1700467112,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1194011613 Application_519672671,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1403141718 Application_1152251519,21,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_2113611705 Offer_1657284751 Offer_753708177,25,4,1,1,1,1,1,1,0,4,1,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,23,4
 Application_916308306 Offer_75921896,23,2,2,1,1,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_200561783 Offer_1046197166,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1459671922 Application_666149112,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1159961504 Application_282703106 Offer_99101290,28,4,2,1,1,1,1,2,0,4,2,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,0,24,4
 Application_728696828 Offer_1822728610,22,2,2,1,1,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1194710381 Application_1929412194,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1840275624 Application_1748330152,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Offer_1536157869 Offer_1129074554 Application_474554653,38,4,4,3,3,1,1,4,0,4,2,1,0,0,1,2,2,0,1,1,0,1,0,1,1,2,2,1,26,1
 Application_44711236 Offer_1878212291,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_659508730 Application_1300598260,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1694715372 Offer_947034957 Offer_573992665,24,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,22,4
 Offer_90068414 Application_453418974 Offer_822968255,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,21,4
 Application_763017273 Offer_1300321982,25,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Offer_1160871989 Offer_810782164 Application_1443994940,25,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,1,1,4,2,1,1,1,0,0,1,22,4
 Offer_1295478307 Application_1577301082,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1232731762 Application_376488292,20,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,0
 Offer_101136770 Application_484277152,20,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,0
 Application_480362069 Offer_1764280292 Offer_1794822728,32,4,3,2,2,1,1,3,0,4,1,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,24,1
 Application_236975377 Offer_1314676256,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_981408532 Offer_598899198 Application_552624105,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1209037056 Application_702265255,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_13292306 Offer_845727409 Application_1280449733,18,4,0,0,0,1,1,0,0,4,0,0,1,0,0,0,2,0,1,1,0,0,0,1,0,4,0,2,14,3
 Offer_1148709974 Application_234305951,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
 Application_1305663351 Offer_1038179730,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_259848103 Application_1692023467,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_225597912 Application_1334242456 Offer_646693034,31,4,2,2,2,1,1,2,0,4,2,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,24,4
 Application_124124711 Offer_2134117475,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1918147104 Offer_187337099,19,2,1,0,0,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_408753452 Application_1555982726,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1602302483 Offer_867378348,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Application_1240103447 Offer_1928369504,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1579890594 Application_1288118876,31,2,4,4,4,1,1,4,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_403349493 Offer_1784421080,21,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_365410914 Offer_1602524176 Offer_2133859143 Offer_855012523 Offer_1278074367,31,8,0,0,0,1,1,0,0,8,0,0,1,0,0,2,4,0,0,1,0,2,0,1,1,8,0,1,22,1
 Application_727786387 Offer_1338807318,26,2,3,2,2,1,1,4,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_528436480 Offer_1126194633 Offer_679515559,19,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,1,0,1,1,4,0,1,16,0
 Offer_602133084 Application_1150892215,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1330953345 Application_401615569,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1211747894 Application_1711847526,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Application_889299771 Offer_85270370,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_169184152 Offer_2060513471,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1079022040 Offer_297294568,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Offer_1941403998 Application_460878658,22,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,0
 Application_94499476 Offer_369624458 Offer_862754123,22,4,0,0,0,1,1,0,0,4,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,4,0,1,19,0
 Offer_1678435717 Application_1854057287 Offer_550447367 Offer_335441597,34,6,2,1,1,1,1,2,0,6,1,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,27,1
 Application_27945062 Offer_145424243,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_292974495 Offer_1126318433,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1434496498 Application_1316721031 Offer_899376086,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Offer_1233091431 Application_1219744215 Offer_2056782978,15,4,0,0,0,1,1,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,4,0,1,12,3
 Application_244138899 Offer_1552234051,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_976145952 Application_829317487,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_113354052 Offer_1293547167,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_479691810 Offer_519508865,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1470933886 Offer_295921153,25,2,2,2,2,1,1,2,0,2,1,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,21,5
 Application_1432979587 Offer_1876103647 Offer_1260650529,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Offer_1822738604 Application_1974600217,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Application_1114338247 Offer_1841129942,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1091416222 Application_1048841494,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
